sku,name_create,content,num_star,date_time,tags
may-doc-sach-boox-go-color-7,Trung Hiếu,"Máy rất tốt. Dung lượng cao, độ phản hồi hồi nhanh. Màn 7 inch đọc truyện ok hơn.",5,Đánh giá đã đăng vào 1 năm trước,Hiệu năng Mạnh mẽ|Thời lượng pin Khủng|Màn hình Rất sắc nét
