sku,name_create,content,num_star,date_time,tags
huawei-p60-pro,HÀ NGỌC MINH,"tuyet voi qua, dung la huawei khong lam ta that vong",5,Đánh giá đã đăng vào 1 năm trước,"Hiệu năng Siêu mạnh mẽ|Thời lượng pin Cực khủng|Chất lượng camera Chụp đẹp, chuyên nghiệp"
